title,country,release_year,genre,description,Streaming Service
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,United States,2018,Stand-Up Comedy,"Longtime pals and showbiz icons Steve Martin and Martin Short share countless quips, catchy tunes and hilarious stories about their lives in comedy.",netflix
Tig Notaro Happy To Be Here,United States,2018,Stand-Up Comedy,"Comedian Tig Notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more.",netflix
Catching Feelings,South Africa,2018,"Comedies, International Movies, Romantic Movies","Amid growing tensions in their marriage, a Johannesburg professor and his journalist wife find their lives upended by a famous, hard-partying author.",netflix
Katt Williams: American Hustle (The Movie),United States,2007,Stand-Up Comedy,"An aspiring actor leaves Hollywood and takes to the road to do stand-up after he's cast in a series of increasingly stereotypical ""black"" roles.",netflix
Food on the Go,"Argentina, Italy",2017,"Documentaries, International Movies","Epicureans and experts trace the migration of Italian cuisine and its evolution in the Americas, delving into the ideas of origin, diaspora and heritage.",netflix
Aiyaary,India,2018,"Action & Adventure, Dramas, International Movies","When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs.",netflix
Lupin the 3rd: The Castle of Cagliostro: Special Edition,Japan,1979,"Action & Adventure, Anime Features, Classic Movies","Lupin, his sidekick, Jigen, and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostro's fortress.",netflix
Ali Wong: Hard Knock Wife,United States,2018,Stand-Up Comedy,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood.",netflix
Spivak,United States,2017,"Comedies, Independent Movies",Struggling writer Wally Spivak is stuck in a rut – until he meets an engaged couple and starts to see life in a whole new way.,netflix
Carlos Ballarta: Furia Ñera,Mexico,2018,Stand-Up Comedy,Mexican comic Carlos Ballarta mocks himself and points out the absurdities of parenthood and how he uses his wife's pregnancies to avoid commitments.,netflix
The Kissing Booth,"United Kingdom, United States",2018,"Comedies, Romantic Movies","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",netflix
Hari Kondabolu: Warn Your Relatives,United States,2018,Stand-Up Comedy,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special.",netflix
My Fuhrer,Germany,2007,"Comedies, International Movies",Germany's most celebrated actor is commissioned by Nazi propagandist Joseph Goebbels to prepare the leader of the Third Reich to deliver a speech.,netflix
Family Blood,United States,2018,Horror Movies,"A former addict moves to a new city with her children for a fresh start, but her struggle soon takes on an unexpected, supernatural dimension.",netflix
Pup Star: World Tour,"Canada, Japan, United States",2018,"Children & Family Movies, Comedies, Music & Musicals","Talented pooches from around the world compete to be the next Pup Star, but behind-the-scenes schemes threaten to ruin the fun.",netflix
Anon,"United Kingdom, Canada, United States, Germany",2018,"Dramas, Sci-Fi & Fantasy, Thrillers","In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records.",netflix
Dany Boon: Des Hauts De France,France,2018,Stand-Up Comedy,"In an eclectic one-man show, French superstar Dany Boon reflects on his homeland, his first comedy gig and the challenges of parenting hostile teens.",netflix
End Game,United States,2018,Documentaries,"Facing an inevitable outcome, terminally ill patients meet extraordinary medical practitioners seeking to change our approach to life and death.",netflix
Forgive Us Our Debts,"Italy, Switzerland, Albania, Poland",2018,"Dramas, International Movies","Threatened by creditors, a newly unemployed man agrees to work for a debt collector, but soon discovers his deal with the devil has unexpected costs.",netflix
Lo más sencillo es complicarlo todo,Mexico,2018,"Comedies, International Movies, Romantic Movies","When a 17-year-old learns the TV news host she pines for is engaged, she and her best friend launch an elaborate plan to prevent his marriage.",netflix
Manhunt,"China, Hong Kong",2017,"Action & Adventure, International Movies",A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.,netflix
Thi Mai,Spain,2017,"Comedies, Dramas, International Movies","Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt.",netflix
Si saben cómo me pongo ¿pá qué me invitan?,Colombia,2018,"Comedies, International Movies","When four unhappy couples attend a spiritual retreat at a resort to try and solve their relationship troubles, shenanigans ensue.",netflix
Jailbreak,Cambodia,2017,"Action & Adventure, International Movies",Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.,netflix
Ajji,India,2017,"Dramas, International Movies","When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge.",netflix
CIA: Comrade in America,India,2017,"Action & Adventure, Dramas, Independent Movies","A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn't have the papers to get there.",netflix
Coffee for All,"Italy, United States, Argentina",2017,"Documentaries, International Movies","In Naples, Buenos Aires and New York, people reflect on the Neapolitan tradition of ""suspended coffee"" and how it changed their lives.",netflix
Darc,United States,2018,"Action & Adventure, Independent Movies","To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.",netflix
Despido Procedente,"Argentina, Spain",2017,"Comedies, International Movies","A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby, who demands compensation for the error.",netflix
John Mulaney: Kid Gorgeous at Radio City,United States,2018,Stand-Up Comedy,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special.",netflix
My Perfect Romance,Canada,2018,"Comedies, International Movies, Romantic Movies","Just in time for Valentine's Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs.",netflix
Pocoyo & The Space Circus,Spain,2008,Movies,"Acrobatic aliens arrive on spaceships and perform for everyone, but when angry aliens arrive as well, Pocoyo and his friends must now put on a show.",netflix
Pocoyo Halloween: Space Halloween,United States,2015,Movies,Pocoyo and his friends have a costume contest to celebrate Halloween and learn new things about planets and stars in space.,netflix
Sometimes,India,2016,"Dramas, International Movies","Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive.",netflix
The Clapper,United States,2017,"Comedies, Dramas, Independent Movies","A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight.",netflix
